source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
20140213_Q1_SA_PJ_RL_Xenopus_Embryo2_SAX_pH11	Xenopus laevis	Embryo	not available	not available	cell	single cell	not applicable	20140213_Q1_SA_PJ_RL_Xenopus_Embryo2_SAX_pH11	1	1	20140213_Q1_SA_PJ_RL_Xenopus_Embryo2_SAX_pH11	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20140213_Q1_SA_PJ_RL_Xenopus_Embryo2_SAX_pH11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/07/PXD000902/20140213_Q1_SA_PJ_RL_Xenopus_Embryo2_SAX_pH11.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20140214_Q1_SA_PJ_RL_Xenopus_Embryo4_SAX_pH2	Xenopus laevis	Embryo	not available	not available	cell	single cell	not applicable	20140214_Q1_SA_PJ_RL_Xenopus_Embryo4_SAX_pH2	1	2	20140214_Q1_SA_PJ_RL_Xenopus_Embryo4_SAX_pH2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20140214_Q1_SA_PJ_RL_Xenopus_Embryo4_SAX_pH2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/07/PXD000902/20140214_Q1_SA_PJ_RL_Xenopus_Embryo4_SAX_pH2.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20140219_Q1_SA_PJ_RL_Xenopus_Egg2_SAX_pH8	Xenopus laevis	Embryo	not available	not available	cell	single cell	not applicable	20140219_Q1_SA_PJ_RL_Xenopus_Egg2_SAX_pH8	1	3	20140219_Q1_SA_PJ_RL_Xenopus_Egg2_SAX_pH8	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20140219_Q1_SA_PJ_RL_Xenopus_Egg2_SAX_pH8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/07/PXD000902/20140219_Q1_SA_PJ_RL_Xenopus_Egg2_SAX_pH8.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20130716_AHS_XenopusL_Egg1_10ug_IBAQ_3	Xenopus laevis	Embryo	not available	not available	cell	single cell	not applicable	20130716_AHS_XenopusL_Egg1_10ug_IBAQ_3	1	4	20130716_AHS_XenopusL_Egg1_10ug_IBAQ_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130716_AHS_XenopusL_Egg1_10ug_IBAQ_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/07/PXD000902/20130716_AHS_XenopusL_Egg1_10ug_IBAQ_3.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20130716_AHS_XenopusL_Egg2_10ug_IBAQ_3	Xenopus laevis	Embryo	not available	not available	cell	single cell	not applicable	20130716_AHS_XenopusL_Egg2_10ug_IBAQ_3	1	5	20130716_AHS_XenopusL_Egg2_10ug_IBAQ_3	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130716_AHS_XenopusL_Egg2_10ug_IBAQ_3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/07/PXD000902/20130716_AHS_XenopusL_Egg2_10ug_IBAQ_3.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20130716_AHS_XenopusL_Egg2_10ug_IBAQ_2	Xenopus laevis	Embryo	not available	not available	cell	single cell	not applicable	20130716_AHS_XenopusL_Egg2_10ug_IBAQ_2	1	6	20130716_AHS_XenopusL_Egg2_10ug_IBAQ_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20130716_AHS_XenopusL_Egg2_10ug_IBAQ_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/07/PXD000902/20130716_AHS_XenopusL_Egg2_10ug_IBAQ_2.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20140221_Q1_SA_PJ_RL_Xenopus_Egg4_SAX_pH2	Xenopus laevis	Embryo	not available	not available	cell	single cell	not applicable	20140221_Q1_SA_PJ_RL_Xenopus_Egg4_SAX_pH2	1	7	20140221_Q1_SA_PJ_RL_Xenopus_Egg4_SAX_pH2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20140221_Q1_SA_PJ_RL_Xenopus_Egg4_SAX_pH2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/07/PXD000902/20140221_Q1_SA_PJ_RL_Xenopus_Egg4_SAX_pH2.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20140528_Q1_SA_PaJa_RL_XenopusEggs_dimethyl_SAX_pH11	Xenopus laevis	Embryo	not available	not available	cell	single cell	not applicable	20140528_Q1_SA_PaJa_RL_XenopusEggs_dimethyl_SAX_pH11	1	8	20140528_Q1_SA_PaJa_RL_XenopusEggs_dimethyl_SAX_pH11	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20140528_Q1_SA_PaJa_RL_XenopusEggs_dimethyl_SAX_pH11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/07/PXD000902/20140528_Q1_SA_PaJa_RL_XenopusEggs_dimethyl_SAX_pH11.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20140221_Q1_SA_PJ_RL_Xenopus_Egg4_SAX_pH11	Xenopus laevis	Embryo	not available	not available	cell	single cell	not applicable	20140221_Q1_SA_PJ_RL_Xenopus_Egg4_SAX_pH11	1	9	20140221_Q1_SA_PJ_RL_Xenopus_Egg4_SAX_pH11	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20140221_Q1_SA_PJ_RL_Xenopus_Egg4_SAX_pH11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/07/PXD000902/20140221_Q1_SA_PJ_RL_Xenopus_Egg4_SAX_pH11.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20140220_Q1_SA_PJ_RL_Xenopus_Egg3_SAX_pH2	Xenopus laevis	Embryo	not available	not available	cell	single cell	not applicable	20140220_Q1_SA_PJ_RL_Xenopus_Egg3_SAX_pH2	1	10	20140220_Q1_SA_PJ_RL_Xenopus_Egg3_SAX_pH2	proteomic profiling by mass spectrometry	1	not available	NT=Data-dependent acquisition;AC=PRIDE:0000627	20140220_Q1_SA_PJ_RL_Xenopus_Egg3_SAX_pH2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2014/07/PXD000902/20140220_Q1_SA_PJ_RL_Xenopus_Egg3_SAX_pH2.raw	1	label free sample	not applicable	not applicable	NT=LTQ Orbitrap Velos;AC=MS:1001742	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
