source name	assay name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biorepository]	characteristics[age]	characteristics[sex]	characteristics[compound]	characteristics[compound]	characteristics[exposure duration]	technology type	comment[fraction identifier]	comment[technical replicate]	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]
PXD063467_39_Empa_low3	39_AC16_DIA_GD3_1_4064	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	empagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	39_AC16_DIA_GD3_1_4064.d.zip	v1.1.0	manual curation
PXD063467_40_Empa_low4	40_AC16_DIA_GD4_1_4065	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	empagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	40_AC16_DIA_GD4_1_4065.d.zip	v1.1.0	manual curation
PXD063467_41_Empa_low5	41_AC16_DIA_GD5_1_4066	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	empagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	41_AC16_DIA_GD5_1_4066.d.zip	v1.1.0	manual curation
PXD063467_42_Empa_low6	42_AC16_DIA_GD6_1_4067	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	empagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	42_AC16_DIA_GD6_1_4067.d.zip	v1.1.0	manual curation
PXD063467_43_Empa_high1	43_AC16_DIA_GD7_1_4068	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	empagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	43_AC16_DIA_GD7_1_4068.d.zip	v1.1.0	manual curation
PXD063467_44_Empa_high2	44_AC16_DIA_GD8_1_4069	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	empagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	44_AC16_DIA_GD8_1_4069.d.zip	v1.1.0	manual curation
PXD063467_45_Empa_high3	45_AC16_DIA_GE1_1_4070	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	empagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	45_AC16_DIA_GE1_1_4070.d.zip	v1.1.0	manual curation
PXD063467_46_Empa_high4	46_AC16_DIA_GE2_1_4071	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	empagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	46_AC16_DIA_GE2_1_4071.d.zip	v1.1.0	manual curation
PXD063467_47_Empa_high5	47_AC16_DIA_GE3_1_4072	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	empagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	47_AC16_DIA_GE3_1_4072.d.zip	v1.1.0	manual curation
PXD063467_48_Empa_high6	48_AC16_DIA_GE4_1_4073	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	empagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	48_AC16_DIA_GE4_1_4073.d.zip	v1.1.0	manual curation
PXD063467_HCM1_Control1	HCM1_DIA_GC1_1_4292	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	not applicable	not applicable	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM1_DIA_GC1_1_4292.d.zip	v1.1.0	manual curation
PXD063467_HCM2_Control2	HCM2_DIA_GB5_1_4317	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	not applicable	not applicable	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM2_DIA_GB5_1_4317.d.zip	v1.1.0	manual curation
PXD063467_HCM3_Control3	HCM3_DIA_GB1_1_4280	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	not applicable	not applicable	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM3_DIA_GB1_1_4280.d.zip	v1.1.0	manual curation
PXD063467_HCM4_Control4	HCM4_DIA_GA3_1_4304	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	not applicable	not applicable	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM4_DIA_GA3_1_4304.d.zip	v1.1.0	manual curation
PXD063467_HCM5_Control5	HCM5_DIA_GA4_1_4275	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	not applicable	not applicable	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM5_DIA_GA4_1_4275.d.zip	v1.1.0	manual curation
PXD063467_HCM6_Control6	HCM6_DIA_GC4_1_4295	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	not applicable	not applicable	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM6_DIA_GC4_1_4295.d.zip	v1.1.0	manual curation
PXD063467_HCM7_Control7	HCM7_DIA_GB6_1_4318	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	not applicable	not applicable	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM7_DIA_GB6_1_4318.d.zip	v1.1.0	manual curation
PXD063467_HCM8_Control8	HCM8_DIA_GB7_1_4290	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	not applicable	not applicable	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM8_DIA_GB7_1_4290.d.zip	v1.1.0	manual curation
PXD063467_HCM9_Control9	HCM9_DIA_GD2_1_4320	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	not applicable	not applicable	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM9_DIA_GD2_1_4320.d.zip	v1.1.0	manual curation
PXD063467_HCM10_Control10	HCM10_DIA_GA8_1_4309	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	not applicable	not applicable	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM10_DIA_GA8_1_4309.d.zip	v1.1.0	manual curation
PXD063467_HCM11_Control11	HCM11_DIA_GB3_1_4312	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	not applicable	not applicable	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM11_DIA_GB3_1_4312.d.zip	v1.1.0	manual curation
PXD063467_HCM12_Control12	HCM12_DIA_GD3_1_4321	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	not applicable	not applicable	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM12_DIA_GD3_1_4321.d.zip	v1.1.0	manual curation
PXD063467_HCM13_Cana_low1	HCM13_DIA_GC5_1_4296	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	100 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM13_DIA_GC5_1_4296.d.zip	v1.1.0	manual curation
PXD063467_HCM14_Cana_low2	HCM14_DIA_GA6_1_4307	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	100 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM14_DIA_GA6_1_4307.d.zip	v1.1.0	manual curation
PXD063467_HCM15_Cana_low3	HCM15_DIA_GA2_1_4303	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	100 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM15_DIA_GA2_1_4303.d.zip	v1.1.0	manual curation
PXD063467_HCM16_Cana_low4	HCM16_DIA_GB1_1_4310	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	100 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM16_DIA_GB1_1_4310.d.zip	v1.1.0	manual curation
PXD063467_HCM17_Cana_low5	HCM17_DDA_GC8_1_4283	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	100 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM17_DDA_GC8_1_4283.d.zip	v1.1.0	manual curation
PXD063467_HCM18_Cana_low6	HCM18_DIA_GB4_1_4313	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	100 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM18_DIA_GB4_1_4313.d.zip	v1.1.0	manual curation
PXD063467_HCM19_Cana_high1	HCM19_DIA_GE2_1_4328	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM19_DIA_GE2_1_4328.d.zip	v1.1.0	manual curation
PXD063467_HCM20_Cana_high2	HCM20_DIA_GA8_1_4279	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM20_DIA_GA8_1_4279.d.zip	v1.1.0	manual curation
PXD063467_HCM21_Cana_high3	HCM21_DIA_GB8_1_4291	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM21_DIA_GB8_1_4291.d.zip	v1.1.0	manual curation
PXD063467_HCM22_Cana_high4	HCM22_DIA_GA3_1_4274	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM22_DIA_GA3_1_4274.d.zip	v1.1.0	manual curation
PXD063467_HCM23_Cana_high5	HCM23_DIA_GB2_1_4311	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM23_DIA_GB2_1_4311.d.zip	v1.1.0	manual curation
PXD063467_HCM24_Cana_high6	HCM24_DIA_GB2_1_4281	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM24_DIA_GB2_1_4281.d.zip	v1.1.0	manual curation
PXD063467_HCM25_Dapa_low1	HCM25_DIA_GC3_1_4294	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM25_DIA_GC3_1_4294.d.zip	v1.1.0	manual curation
PXD063467_HCM26_Dapa_low2	HCM26_DIA_GA2_1_4273	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM26_DIA_GA2_1_4273.d.zip	v1.1.0	manual curation
