source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S9	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S9	1	11	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S9	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S9.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S3	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S3	1	12	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S3.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S12	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S12	1	13	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S12	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S12.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S4	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S4	1	14	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S4.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S5	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S5	1	15	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S5	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S5.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8	1	16	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S9	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S9	1	17	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S9	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S9.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C3_S1	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C3_S1	1	18	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C3_S1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C3_S1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C3_S1.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S10	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S10	1	19	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S10	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S10.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S8	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S8	1	20	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S8	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S8.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S6	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S6	1	21	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S6.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S6	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S6	1	22	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S6.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S2	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S2	1	23	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S2.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S12	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S12	1	24	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S12	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S12.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S12.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S1	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S1	1	25	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S1	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S1.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S1.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S11	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S11	1	26	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S11	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C2_S11.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S3	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S3	1	27	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S3.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S11	Mus musculus	not available	not available	not available	cell	single cell	FACS	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S11	1	28	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S11	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S11.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S11.raw	1	not available	not available	not available	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
