source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
20ngQCHeLa_50umC12_0min_1x_03	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	20ngQCHeLa_50umC12_0min_1x_03	not applicable	11	20ngQCHeLa_50umC12_0min_1x_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20ngQCHeLa_50umC12_0min_1x_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/20ngQCHeLa_50umC12_0min_1x_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
10ngQCHeLa_75umC8_0min_1x_02	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	10ngQCHeLa_75umC8_0min_1x_02	not applicable	12	10ngQCHeLa_75umC8_0min_1x_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	10ngQCHeLa_75umC8_0min_1x_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/10ngQCHeLa_75umC8_0min_1x_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2ngQCHeLa_50umC12_0min_1x_02	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	2ngQCHeLa_50umC12_0min_1x_02	not applicable	13	2ngQCHeLa_50umC12_0min_1x_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2ngQCHeLa_50umC12_0min_1x_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/2ngQCHeLa_50umC12_0min_1x_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2ngQCHeLa_50umC12_0min_1x_01	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	2ngQCHeLa_50umC12_0min_1x_01	not applicable	14	2ngQCHeLa_50umC12_0min_1x_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2ngQCHeLa_50umC12_0min_1x_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/2ngQCHeLa_50umC12_0min_1x_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
QCHeLa10ng_ColTT1_BackFlush_03	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	QCHeLa10ng_ColTT1_BackFlush_03	not applicable	15	QCHeLa10ng_ColTT1_BackFlush_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	QCHeLa10ng_ColTT1_BackFlush_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/QCHeLa10ng_ColTT1_BackFlush_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20ngQCHeLa_75umC12_0min_1x_03	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	20ngQCHeLa_75umC12_0min_1x_03	not applicable	16	20ngQCHeLa_75umC12_0min_1x_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20ngQCHeLa_75umC12_0min_1x_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/20ngQCHeLa_75umC12_0min_1x_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200pgQCHeLa_ColTT1_ForwardFlush_01	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	200pgQCHeLa_ColTT1_ForwardFlush_01	not applicable	17	200pgQCHeLa_ColTT1_ForwardFlush_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	200pgQCHeLa_ColTT1_ForwardFlush_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/200pgQCHeLa_ColTT1_ForwardFlush_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200pgQCHeLa_75umC12_0min_2x_01	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	200pgQCHeLa_75umC12_0min_2x_01	not applicable	18	200pgQCHeLa_75umC12_0min_2x_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	200pgQCHeLa_75umC12_0min_2x_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/200pgQCHeLa_75umC12_0min_2x_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
10ngQCHeLa_50umC12_0min_1x_03	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	10ngQCHeLa_50umC12_0min_1x_03	not applicable	19	10ngQCHeLa_50umC12_0min_1x_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	10ngQCHeLa_50umC12_0min_1x_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/10ngQCHeLa_50umC12_0min_1x_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
10ngQCHeLa_ColTT1_ForwardFlush_03	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	10ngQCHeLa_ColTT1_ForwardFlush_03	not applicable	20	10ngQCHeLa_ColTT1_ForwardFlush_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	10ngQCHeLa_ColTT1_ForwardFlush_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/10ngQCHeLa_ColTT1_ForwardFlush_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200pgQCHeLa_75umC12_0min_2x_03	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	200pgQCHeLa_75umC12_0min_2x_03	not applicable	21	200pgQCHeLa_75umC12_0min_2x_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	200pgQCHeLa_75umC12_0min_2x_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/200pgQCHeLa_75umC12_0min_2x_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200pgQCHeLa_50umC12_0min_1x_03_20230223123922	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	200pgQCHeLa_50umC12_0min_1x_03_20230223123922	not applicable	22	200pgQCHeLa_50umC12_0min_1x_03_20230223123922	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	200pgQCHeLa_50umC12_0min_1x_03_20230223123922.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/200pgQCHeLa_50umC12_0min_1x_03_20230223123922.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200pgQCHeLa_75umC12_5min_placed_02	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	200pgQCHeLa_75umC12_5min_placed_02	not applicable	23	200pgQCHeLa_75umC12_5min_placed_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	200pgQCHeLa_75umC12_5min_placed_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/200pgQCHeLa_75umC12_5min_placed_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200pgQCHeLa_75umC12_0min_1x_02	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	200pgQCHeLa_75umC12_0min_1x_02	not applicable	24	200pgQCHeLa_75umC12_0min_1x_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	200pgQCHeLa_75umC12_0min_1x_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/200pgQCHeLa_75umC12_0min_1x_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200pgQCHeLa_75umC12_0min_2x_02	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	200pgQCHeLa_75umC12_0min_2x_02	not applicable	25	200pgQCHeLa_75umC12_0min_2x_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	200pgQCHeLa_75umC12_0min_2x_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/200pgQCHeLa_75umC12_0min_2x_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20ngQCHeLa_75umC8_0min_1x_02	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	20ngQCHeLa_75umC8_0min_1x_02	not applicable	26	20ngQCHeLa_75umC8_0min_1x_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20ngQCHeLa_75umC8_0min_1x_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/20ngQCHeLa_75umC8_0min_1x_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200pgQCHeLa_75umC8_0min_1x_01	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	200pgQCHeLa_75umC8_0min_1x_01	not applicable	27	200pgQCHeLa_75umC8_0min_1x_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	200pgQCHeLa_75umC8_0min_1x_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/200pgQCHeLa_75umC8_0min_1x_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2ngQCHeLa_75umC8_0min_1x_03	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	2ngQCHeLa_75umC8_0min_1x_03	not applicable	28	2ngQCHeLa_75umC8_0min_1x_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2ngQCHeLa_75umC8_0min_1x_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/2ngQCHeLa_75umC8_0min_1x_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2ngQCHeLa_75umC12_0min_1x_02	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	2ngQCHeLa_75umC12_0min_1x_02	not applicable	29	2ngQCHeLa_75umC12_0min_1x_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2ngQCHeLa_75umC12_0min_1x_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/2ngQCHeLa_75umC12_0min_1x_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
2ngQCHeLa_75umC8_0min_1x_02	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	2ngQCHeLa_75umC8_0min_1x_02	not applicable	30	2ngQCHeLa_75umC8_0min_1x_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	2ngQCHeLa_75umC8_0min_1x_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/2ngQCHeLa_75umC8_0min_1x_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200pgQCHeLa_ColTT1_ForwardFlush_00	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	200pgQCHeLa_ColTT1_ForwardFlush_00	not applicable	31	200pgQCHeLa_ColTT1_ForwardFlush_00	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	200pgQCHeLa_ColTT1_ForwardFlush_00.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/200pgQCHeLa_ColTT1_ForwardFlush_00.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
10ngQCHeLa_75umC12_0min_1x_02	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	10ngQCHeLa_75umC12_0min_1x_02	not applicable	32	10ngQCHeLa_75umC12_0min_1x_02	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	10ngQCHeLa_75umC12_0min_1x_02.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/10ngQCHeLa_75umC12_0min_1x_02.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20ngQCHeLa_50umC12_0min_1x_01	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	20ngQCHeLa_50umC12_0min_1x_01	not applicable	33	20ngQCHeLa_50umC12_0min_1x_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20ngQCHeLa_50umC12_0min_1x_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/20ngQCHeLa_50umC12_0min_1x_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200pgQCHeLa_75umC8_0min_1x_03	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	200pgQCHeLa_75umC8_0min_1x_03	not applicable	34	200pgQCHeLa_75umC8_0min_1x_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	200pgQCHeLa_75umC8_0min_1x_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/200pgQCHeLa_75umC8_0min_1x_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200pgQCHeLa_75umC12_0min_1x_01	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	200pgQCHeLa_75umC12_0min_1x_01	not applicable	35	200pgQCHeLa_75umC12_0min_1x_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	200pgQCHeLa_75umC12_0min_1x_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/200pgQCHeLa_75umC12_0min_1x_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
200pgQCHeLa_ColTT1_ForwardFlush_03	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	200pgQCHeLa_ColTT1_ForwardFlush_03	not applicable	36	200pgQCHeLa_ColTT1_ForwardFlush_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	200pgQCHeLa_ColTT1_ForwardFlush_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/200pgQCHeLa_ColTT1_ForwardFlush_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
QCHeLa200pg_ColTT1_BackFlush_03	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	QCHeLa200pg_ColTT1_BackFlush_03	not applicable	37	QCHeLa200pg_ColTT1_BackFlush_03	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	QCHeLa200pg_ColTT1_BackFlush_03.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/QCHeLa200pg_ColTT1_BackFlush_03.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
10ngQCHeLa_ColTT1_ForwardFlush_01	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	10ngQCHeLa_ColTT1_ForwardFlush_01	not applicable	38	10ngQCHeLa_ColTT1_ForwardFlush_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	10ngQCHeLa_ColTT1_ForwardFlush_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/10ngQCHeLa_ColTT1_ForwardFlush_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
20ngQCHeLa_75umC8_0min_1x_01	Homo sapiens	not available	not available	not available	cell	bulk control	not applicable	20ngQCHeLa_75umC8_0min_1x_01	not applicable	39	20ngQCHeLa_75umC8_0min_1x_01	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	20ngQCHeLa_75umC8_0min_1x_01.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/02/PXD048565/20ngQCHeLa_75umC8_0min_1x_01.raw	1	label free sample	not applicable	not applicable	NT=Orbitrap Exploris 480;AC=MS:1003028	not applicable	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
