source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[material type]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[sample preparation batch]	comment[proteomics data acquisition method]	comment[data file]	comment[file uri]	comment[fraction identifier]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[instrument]	comment[cleavage agent details]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]
Per_Myo_4_0_2	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	single cell	not applicable	Per_Myo_4_0_2	1	15	Per_Myo_4_0_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Per_Myo_4_0_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Per_Myo_4_0_2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_3_NoCarrier_B5	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	16	Exp_Saet_3_NoCarrier_B5	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_3_NoCarrier_B5.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_3_NoCarrier_B5.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_5_WithCarrier_D7	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	17	Exp_Saet_5_WithCarrier_D7	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_5_WithCarrier_D7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_5_WithCarrier_D7.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_5_WithCarrier_D4	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	18	Exp_Saet_5_WithCarrier_D4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_5_WithCarrier_D4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_5_WithCarrier_D4.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_4_WithCarrier_C4	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	19	Exp_Saet_4_WithCarrier_C4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_4_WithCarrier_C4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_4_WithCarrier_C4.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_5_NoCarrier_D8	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	20	Exp_Saet_5_NoCarrier_D8	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_5_NoCarrier_D8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_5_NoCarrier_D8.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_9_NoCarrier_H4	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	21	Exp_Saet_9_NoCarrier_H4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_9_NoCarrier_H4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_9_NoCarrier_H4.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_2_WithCarrier_A9	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	22	Exp_Saet_2_WithCarrier_A9	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_2_WithCarrier_A9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_2_WithCarrier_A9.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_2_NoCarrier_A4	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	23	Exp_Saet_2_NoCarrier_A4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_2_NoCarrier_A4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_2_NoCarrier_A4.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_3_NoCarrier_B6	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	24	Exp_Saet_3_NoCarrier_B6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_3_NoCarrier_B6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_3_NoCarrier_B6.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_1_WithCarrier_E4	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	25	Exp_Saet_1_WithCarrier_E4	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_1_WithCarrier_E4.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_1_WithCarrier_E4.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Myocardial_tissue_A7	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	single cell	not applicable	Myocardial_tissue_A7	1	26	Myocardial_tissue_A7	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Myocardial_tissue_A7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Myocardial_tissue_A7.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_1_WithCarrier_E7	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	27	Exp_Saet_1_WithCarrier_E7	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_1_WithCarrier_E7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_1_WithCarrier_E7.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_9_NoCarrier_H6	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	28	Exp_Saet_9_NoCarrier_H6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_9_NoCarrier_H6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_9_NoCarrier_H6.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_6_NoCarrier_E8	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	29	Exp_Saet_6_NoCarrier_E8	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_6_NoCarrier_E8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_6_NoCarrier_E8.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_4_WithCarrier_C6	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	30	Exp_Saet_4_WithCarrier_C6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_4_WithCarrier_C6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_4_WithCarrier_C6.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_8_NoCarrier_G9	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	31	Exp_Saet_8_NoCarrier_G9	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_8_NoCarrier_G9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_8_NoCarrier_G9.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_7_WithCarrier_F10	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	32	Exp_Saet_7_WithCarrier_F10	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_7_WithCarrier_F10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_7_WithCarrier_F10.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Myocardial_tissue_A3	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	single cell	not applicable	Myocardial_tissue_A3	1	33	Myocardial_tissue_A3	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Myocardial_tissue_A3.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Myocardial_tissue_A3.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_1_WithCarrier_E8	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	34	Exp_Saet_1_WithCarrier_E8	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_1_WithCarrier_E8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_1_WithCarrier_E8.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_9_WithCarrier_H9	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	35	Exp_Saet_9_WithCarrier_H9	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_9_WithCarrier_H9.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_9_WithCarrier_H9.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_2_WithCarrier_A10	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	36	Exp_Saet_2_WithCarrier_A10	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_2_WithCarrier_A10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_2_WithCarrier_A10.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Per_Myo_1_3_2	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	single cell	not applicable	Per_Myo_1_3_2	1	37	Per_Myo_1_3_2	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Per_Myo_1_3_2.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Per_Myo_1_3_2.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_1_WithCarrier_E10	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	38	Exp_Saet_1_WithCarrier_E10	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_1_WithCarrier_E10.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_1_WithCarrier_E10.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_2_NoCarrier_A6	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	39	Exp_Saet_2_NoCarrier_A6	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_2_NoCarrier_A6.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_2_NoCarrier_A6.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_6_WithCarrier_E8	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	40	Exp_Saet_6_WithCarrier_E8	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_6_WithCarrier_E8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_6_WithCarrier_E8.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
Exp_Saet_8_NoCarrier_G8	Homo sapiens	Myocardium	Type 2 diabetes mellitus	Myocardium	cell	carrier	not applicable	carrier	not available	41	Exp_Saet_8_NoCarrier_G8	proteomic profiling by mass spectrometry	1	not available	NT=Data-independent acquisition;AC=PRIDE:0000628	Exp_Saet_8_NoCarrier_G8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/07/PXD053450/Exp_Saet_8_NoCarrier_G8.raw	1	not available	not available	not available	NT=Orbitrap Exploris 480;AC=MS:1003028	NT=Trypsin;AC=MS:1001251	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0
